"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"988-3392","1","PACCAR Incorporated","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30793-3391","1","Woven Planet North America, Inc.","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30533-3388","1","STEER Tech","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"31096-3387","1","MV Transportation, Inc","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"11199-3386","1","Continental Automotive Systems, Inc.","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30634-3385","1","PlusAI Inc","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"12381-3384","1","Daimler Trucks North America, LLC","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30310-3381","1","First Transit","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30370-3372","1","TuSimple","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"10561-3370","1","APTIV","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"29229-3368","1","Lyft, Inc.","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30711-3364","1","Pony.ai","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30510-3357","1","Cyngn, Inc","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"690-3356","1","Isuzu Motors Limited","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30391-3354","1","Kodiak Robotics","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30632-3353","1","Deeproute.ai Ltd.","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"29771-3352","1","BorgWarner","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30330-3351","1","TORC Robotics, Inc.","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30550-3349","1","Intel Corporation","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30630-3348","1","Ambarella","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30433-3345","1","DiDi Labs","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30410-3344","1","Motional","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30432-3343","1","Apex.AI Inc.","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30450-3340","1","Ghost Locomotion Inc.","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30791-3339","1","AutoX Technologies Inc","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"2622-3330","1","Bendix Commercial Vehicle Systems, LLC","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30531-3329","1","Transdev Alternative Services","1-Day","","","JUL-2022","SADHW2S11M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","cc4cb8a51705cf4","28219"," ","In-Vehicle (Commercial / Test)","","Y"," ","Unknown, see Narrative","Unknown, see Narrative","Waymo LLC."," "," "," "," ","Y"," "," "," ","","JUL-2022"," ","JUL-2022","00:57"," ","8e4843d23827b9b","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Tempe"," ","AZ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","45"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Other, see Narrative","Unknown","Yes","Other, see Narrative","Not Applicable","Not Applicable"," "," "," "," "," "," "," "," "," "," ","Y","Stopped","No","Yes","Yes","0"," "," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","Yes","Tempe Police Department"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Yes"," "," On July [XXX], 2022 at 12:57 AM PST a Waymo Autonomous Vehicle (Waymo AV) was traveling eastbound on [XXX]  in autonomous mode when a pedestrian entered the roadway from the center median. The test driver then disengaged autonomous mode and braked to a stop as the pedestrian began to run toward the Waymo AV. The pedestrian stood in front of the vehicle, then jumped onto the hood of the Waymo AV and used their body to break the Waymo AVs windshield. The pedestrian was apprehended soon after by nearby police. The Waymo AV test driver was not physically injured but was taken to a nearby hospital out of an abundance of caution. The Waymo AV sustained major damage to its windshield.
Transdev Alternative Services is reporting this event to ensure official notification to the agency of a notable event. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-[XXX]."," "
"30531-3328","1","Transdev Alternative Services","1-Day","","","JUL-2022","SADHW2S15M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","e801f0c281cadd6","23192"," ","In-Vehicle (Commercial / Test)","","Y"," ","Unknown, see Narrative","Unknown, see Narrative","Waymo LLC."," "," "," "," ","Y"," "," "," ","","JUL-2022"," ","JUL-2022","15:26"," ","0899b0a38f084ba","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Proceeding Straight","No","Yes","Yes","3"," "," "," "," ","Y"," "," ","Y"," "," "," "," "," "," "," "," "," ","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," "," On July [XXX], 2022 at 3:26 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving a passenger vehicle on [XXX] at [XXX] . 
The Waymo AV was traveling westbound on [XXX]  when it detected a siren from a nearby emergency vehicle. As the Waymo AV slowed, a passenger vehicle made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). Both vehicles sustained damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to the report submitted by Waymo LLC WaymoLLC-[XXX]."," "
"30810-3322","1","Verizon","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30411-3316","1","Pronto AI","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30570-3308","1","QCraft.ai","Monthly - No Incidents","7","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30570-3307","1","QCraft.ai","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30352-3296","1","Embark Trucks","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30413-3289","1","May Mobility","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"1263-3287","1","Suzuki Motor USA, LLC","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30631-3286","1","Locomation, Inc.","Monthly - No Incidents","6","2022","JUL-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30891-3260","1","Inceptio Technonlogy Inc","Monthly - No Incidents","6","2022","JUN-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"31099-3247","1","Telenav, Inc.","Monthly - No Incidents","6","2022","JUN-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30610-3125","2","Zoox, Inc.","10-Day Update","","","JUN-2022","","Y","","Unknown","","Y","","Y"," ","","Y","Unknown","","Y"," ","Unknown, see Narrative","Unknown, see Narrative","Zoox Inc."," ","Y"," "," "," "," "," "," ","","","Y","JUN-2022","","Y"," ","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Non-Motorist: Cyclist","Unknown","Unknown","Unknown","",""," "," "," "," "," "," "," "," "," "," "," ","Unknown","Unknown","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," "," "," "," ","Y","Unknown","","Y","Unknown","","Y","","Y","","Y","Unknown, see Narrative"," ","This report provides an update to an initial report submitted on June [XXX], 2022. Zoox received an allegation regarding contact between a bicyclist and a Zoox vehicle at the intersection of [XXX] and [XXX] in San Francisco. After a thorough search of available sensor data and other internal sources, Zoox was not able to identify any such incident, nor any additional related information including whether a Zoox vehicle was involved or in autonomy."," "
"690-3229","1","Isuzu Technical Center of America, Inc.","Monthly - No Incidents","5","2022","JUN-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30632-3228","1","Deeproute.ai Ltd.","Monthly - No Incidents","5","2022","JUN-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"30350-3224","1","AImotive Inc","Monthly - No Incidents","6","2022","JUN-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"273-3222","1","Chrysler (FCA US, LLC)","Monthly - No Incidents","6","2022","JUN-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
"28349-3218","1","Lucid USA, Inc.","Monthly - No Incidents","6","2022","JUN-2022",""," ","","",""," ",""," "," ",""," ","",""," "," ","","",""," "," "," "," "," "," "," "," ","",""," ","",""," "," ",""," ",""," ",""," ",""," ","",""," ","","","",""," ",""," "," "," "," "," "," "," "," ","","","","","","",""," "," "," "," "," "," "," "," "," "," "," ","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",""," ","",""," ","",""," ",""," ",""," ",""," ",""," "
